Lemma	POS	MeaningNumber	LemmaID	MeaningID	DefinitionFull	DefinitionShort	model_prediction	model_long_definition	bertscore_precision	bertscore_recall	bertscore_f1	comet22_score	cometkiwi_score	xcomet_score
acuut	adjectief	3.0	3320	3322	plotseling in verscherpte vorm optredend en onmiddellijk ingrijpen vereisend	plotseling optredend	Lange definitie: 'acuut' betekent'snel' of'snel'.	'acuut' betekent'snel' of'snel'.	0.553007185459137	0.5474382042884827	0.5502086281776428	0.31307506561279297	0.3452140986919403	0.25543883442878723
acuut	adjectief	2.1	3320	572728	voor patiënten met een spoedeisende aandoening	voor spoedeisende aandoeningen	'acuut' betekent'spoedeisend' of 'noodzakelijk'.	'acuut' betekent'spoedeisend' of 'noodzakelijk'.	0.614746630191803	0.6398041248321533	0.6270251870155334	0.46030381321907043	0.5676105618476868	0.6688027381896973
ad absurdum	adjectief	1.0	362995	362999	op een zodanige wijze dat het absurd geworden is, dat het absurde, belachelijke gevolgen heeft	tot in het absurde	"Lange definitie: ""(Latijn, letterlijk 'tot in het absurde') verkorte weergave van het Latijnse adagium """"credo quia absurdum"""" (letterlijk 'ik geloof het, omdat het absurd is'), het moet wel waar zijn, omdat het zo absurd is"""	"""(Latijn, letterlijk 'tot in het absurde') verkorte weergave van het Latijnse adagium """"credo quia absurdum"""" (letterlijk 'ik geloof het, omdat het absurd is'), het moet wel waar zijn, omdat het zo absurd is"""	0.6322225332260132	0.6890811324119568	0.6594284772872925	0.4718964993953705	0.7058804035186768	0.30222272872924805
ad limina apostolorum	substantief	1.1	363305	363326	bezoek aan Rome dat eens in de vijf jaren door de bisschoppen afgelegd moet worden om aan de paus verslag te doen van hetgeen zich in hun bisdom en in de kerkprovincie heeft afgespeeld (en om de graven van de apostelen Paulus en Petrus te bezoeken)	verplicht bezoek van bisschoppen aan Rome	bezoek aan Rome dat eens in de vijf jaren door de bisschoppen afgelegd moet worden om aan de paus verslag te doen van hetgeen zich in hun bisdom en in de kerkprovincie heeft afgespeeld (en om de graven van de apostelen Paulus en Petrus te bezoeken)	bezoek aan Rome dat eens in de vijf jaren door de bisschoppen afgelegd moet worden om aan de paus verslag te doen van hetgeen zich in hun bisdom en in de kerkprovincie heeft afgespeeld (en om de graven van de apostelen Paulus en Petrus te bezoeken)	1.0	1.0	1.0	0.939991295337677	0.770285964012146	0.9032118320465088
ADD'er	substantief	1.0	230514	230519	iemand die aan de aandachtsstoornis ADD (Attention Deficit Disorder) lijdt, wat zich kenmerkt door aandachts- en concentratieproblemen en die daardoor langzaam en traag maar vaak juist wel zeer intelligent is	iemand met ADD	Een ADD'er is iemand met een Attention Deficit Disorder.	Een ADD'er is iemand met een Attention Deficit Disorder.	0.7642722725868225	0.606242299079895	0.6761462688446045	0.6200075149536133	0.7641369104385376	0.9179694652557373
addison	substantief	1.0	490876	492855	ernstige, maar zeldzame ziekte die veroorzaakt wordt door een verminderde functie van de bijnierschors, waardoor een tekort ontstaat aan de hormonen aldosteron en cortisol, met als meest kenmerkende symptoom een oranje of bruine verkleuring van de huid	ziekte van Addison	Lange definitie: een auto-immuunziekte waarbij de schildklier te weinig schildklierhormoon produceert	een auto-immuunziekte waarbij de schildklier te weinig schildklierhormoon produceert	0.6704715490341187	0.6510968208312988	0.660642147064209	0.611739993095398	0.8016301989555359	0.36475351452827454
ademhalingsmoeilijkheden	substantief	1.0	445382	610675	moeilijkheden die persoon of dier ondervindt bij het ademhalen	moeilijkheden bij het ademhalen	'Ademhalingsmoeilijkheden' betekent letterlijk'moeilijkheden bij het ademhalen'. Ademhalingsmoeilijkheden kunnen verschillende oorzaken hebben, zoals: - Ademhalingsproblemen - Ademhalingsproblemen - Ademhalingsproblemen - Ademhalingsproblemen - Ademhalingsproblemen - Ademhalingsproblemen - Ademhalingsproblemen	'Ademhalingsmoeilijkheden' betekent letterlijk'moeilijkheden bij het ademhalen'. Ademhalingsmoeilijkheden kunnen verschillende oorzaken hebben, zoals: - Ademhalingsproblemen - Ademhalingsproblemen - Ademhalingsproblemen - Ademhalingsproblemen - Ademhalingsproblemen - Ademhalingsproblemen - Ademhalingsproblemen	0.5952043533325195	0.7059329152107239	0.6458570957183838	0.4467102885246277	0.45338737964630127	0.1915174126625061
ader	substantief	1.0	3442	3443	bloedvat bloedvat waardoor bloed vanuit de weefsels in de richting van een van de hartboezems stroomt	bloedvat bloedvat richting hart ader als baan voor gevoelens	Een ader is een bloedvat dat zich uitstrekt van het hart naar de hersenen. Het is een baan voor gevoelens, want het bloed stroomt van het hart naar de hersenen. De ader is een belangrijk onderdeel van het menselijk lichaam, omdat het verantwoordelijk is voor het vervoer van zuurstof en voedingsstoffen naar de hersenen. Het is ook een belangrijk onderdeel van het zenuwstelsel, omdat het verantwoordelijk is voor het vervoer van zuurstof en voedingsstoffen naar de hersenen. De ader is een belangrijk onderdeel van het menselijk lichaam, omdat het verantwoordelijk is voor het vervoer van zuurstof en voedingsstoffen naar de hersenen. Het is ook een belangrijk onderdeel van het zenuwstelsel, omdat het verantwoordelijk is voor het vervoer van zuurstof en voedingsstoffen naar de hersenen. De ader is een belangrijk onderdeel van het menselijk lichaam, omdat het verantwoordelijk is voor het vervoer van zuurstof en voedingsstoffen naar de hersenen. Het is ook een belangrijk onderdeel van het zenuwstelsel, omdat het verantwoordelijk is voor het vervoer van zuurstof en voedingsstoffen naar de hersenen. De ader is een belangrijk onderdeel van het menselijk lichaam, omdat het verantwoordelijk is voor het vervoer van zuurstof en voedingsstoffen naar de hersenen. Het is ook een belangrijk onderdeel van het zenuwstelsel, omdat het verantwoordelijk is voor het vervoer van zuurstof en voedingsstoffen naar de hersenen.	Een ader is een bloedvat dat zich uitstrekt van het hart naar de hersenen. Het is een baan voor gevoelens, want het bloed stroomt van het hart naar de hersenen. De ader is een belangrijk onderdeel van het menselijk lichaam, omdat het verantwoordelijk is voor het vervoer van zuurstof en voedingsstoffen naar de hersenen. Het is ook een belangrijk onderdeel van het zenuwstelsel, omdat het verantwoordelijk is voor het vervoer van zuurstof en voedingsstoffen naar de hersenen. De ader is een belangrijk onderdeel van het menselijk lichaam, omdat het verantwoordelijk is voor het vervoer van zuurstof en voedingsstoffen naar de hersenen. Het is ook een belangrijk onderdeel van het zenuwstelsel, omdat het verantwoordelijk is voor het vervoer van zuurstof en voedingsstoffen naar de hersenen. De ader is een belangrijk onderdeel van het menselijk lichaam, omdat het verantwoordelijk is voor het vervoer van zuurstof en voedingsstoffen naar de hersenen. Het is ook een belangrijk onderdeel van het zenuwstelsel, omdat het verantwoordelijk is voor het vervoer van zuurstof en voedingsstoffen naar de hersenen. De ader is een belangrijk onderdeel van het menselijk lichaam, omdat het verantwoordelijk is voor het vervoer van zuurstof en voedingsstoffen naar de hersenen. Het is ook een belangrijk onderdeel van het zenuwstelsel, omdat het verantwoordelijk is voor het vervoer van zuurstof en voedingsstoffen naar de hersenen.	0.5529324412345886	0.6672551035881042	0.604738175868988	0.5450187921524048	0.7321118116378784	0.32769304513931274
ader	substantief	2.0	3442	560565	nauwe doorgang in de aardkorst waaruit water opwelt	nauwe doorgang in de aardkorst	Lange definitie: 'nauwe doorgang in de aardkorst' is een verwijzing naar de structuur van de aardkorst. Een ader is een nauwe doorgang in de aardkorst, die door de aarde loopt. De aardkorst bestaat uit verschillende lagen, waaronder de lithosfeer en de litosfeer. De lithosfeer is de buitenste laag van de aardkorst. De litosfeer is de binnenste laag van de aardkorst. De lithosfeer bestaat uit verschillende lagen, waaronder de lithosfeer en de litosfeer. De lithosfeer bestaat uit verschillende lagen, waaronder de lithosfeer en de litosfeer. De lithosfeer bestaat uit verschillende lagen, waaronder de lithosfeer en de litosfeer. De lithosfeer bestaat uit verschillende lagen, waaronder de lithosfeer en de litosfeer. De lithosfeer bestaat uit verschillende lagen, waaronder de lithosfeer en de litosfeer. De lithosfeer bestaat uit verschillende lagen, waaronder de lithosfeer en de litosfeer. De lithosfeer bestaat uit verschillende lagen, waaronder de lithosfeer en de litosfeer. De lithosfeer bestaat uit verschillende lagen, waaronder de lithosfeer en de litosfeer.	'nauwe doorgang in de aardkorst' is een verwijzing naar de structuur van de aardkorst. Een ader is een nauwe doorgang in de aardkorst, die door de aarde loopt. De aardkorst bestaat uit verschillende lagen, waaronder de lithosfeer en de litosfeer. De lithosfeer is de buitenste laag van de aardkorst. De litosfeer is de binnenste laag van de aardkorst. De lithosfeer bestaat uit verschillende lagen, waaronder de lithosfeer en de litosfeer. De lithosfeer bestaat uit verschillende lagen, waaronder de lithosfeer en de litosfeer. De lithosfeer bestaat uit verschillende lagen, waaronder de lithosfeer en de litosfeer. De lithosfeer bestaat uit verschillende lagen, waaronder de lithosfeer en de litosfeer. De lithosfeer bestaat uit verschillende lagen, waaronder de lithosfeer en de litosfeer. De lithosfeer bestaat uit verschillende lagen, waaronder de lithosfeer en de litosfeer. De lithosfeer bestaat uit verschillende lagen, waaronder de lithosfeer en de litosfeer. De lithosfeer bestaat uit verschillende lagen, waaronder de lithosfeer en de litosfeer.	0.5189935564994812	0.7092540264129639	0.5993877053260803	0.4225424826145172	0.7256484031677246	0.23023010790348053
ader	substantief	3.0	3442	560567	lange, smalle laag in de aardkorst die een delfstof bevat	smalle laag in de aardkorst	Lange definitie: 'ader' is een verwijzing naar een lichaamsdeel in de aardkorst.	'ader' is een verwijzing naar een lichaamsdeel in de aardkorst.	0.7090229988098145	0.7517363429069519	0.7297552227973938	0.5527578592300415	0.5524313449859619	0.3126126527786255
ader	substantief	4.0	3442	560568	belangrijke verbinding of weg in een landschap	verbinding of weg	Lange definitie:'verbinding of weg' verwijst naar een lichaamsdeel dat zich verbindt met een ander lichaamsdeel door middel van bloed.	Lange definitie:'verbinding of weg' verwijst naar een lichaamsdeel dat zich verbindt met een ander lichaamsdeel door middel van bloed.	0.6943394541740417	0.7901588678359985	0.7391567826271057	0.40100744366645813	0.506253182888031	0.3514171540737152
ader	substantief	5.0	3442	560569	dunne, kronkelende streep in hout, steen enz.	dunne, kronkelende streep	Lange definitie: 'ader' is een verwijzing naar een lichaamsdeel, meestal een bloedvat of een spier.	'ader' is een verwijzing naar een lichaamsdeel, meestal een bloedvat of een spier.	0.6298838257789612	0.6185243129730225	0.624152421951294	0.46015751361846924	0.7170215845108032	0.21877247095108032
ader	substantief	6.0	3442	560570	met een isolerende stof omgeven draad in een kabel	draad in een kabel	Lange definitie: 'een draad in een kabel' is een omschrijving van een lichaamsdeel, zoals een bloedvat of een zenuw.	'een draad in een kabel' is een omschrijving van een lichaamsdeel, zoals een bloedvat of een zenuw.	0.7063952684402466	0.7467051148414612	0.7259910702705383	0.5126911997795105	0.6928308606147766	0.37376654148101807
ader	substantief	7.0	3442	560571	fijnere vertakking van de bladnerven	bladader	'bladader' is een verwijzing naar een bloedvat in een plant of dier.	'bladader' is een verwijzing naar een bloedvat in een plant of dier.	0.674706220626831	0.6827653646469116	0.6787118315696716	0.4951477348804474	0.7769148945808411	0.3789393901824951
ader	substantief	8.0	3442	560572	vertakking van het chitinegeraamte in insectenvleugels	vertakking van het chitinegeraamte	Lange definitie: Een ader is een vertakking van het chitinegeraamte.	Een ader is een vertakking van het chitinegeraamte.	0.8220875859260559	0.7938243746757507	0.8077087998390198	0.6374079585075378	0.458097904920578	0.8303463459014893
ader	substantief	1.1	3442	560271	bloedvat waardoor bloed vanuit de weefsels in de richting van een van de hartboezems stroomt	bloedvat richting hart	Lange definitie: bloedvat dat bloed naar het hart brengt	bloedvat dat bloed naar het hart brengt	0.8477060794830322	0.7622478008270264	0.8027088046073914	0.7319473028182983	0.5271340608596802	0.9732141494750977
ader	substantief	1.2	3442	560573	ader beschouwd als baan voor gevoelens en aandoeningen	ader als baan voor gevoelens	Lange definitie: 'ader als baan voor gevoelens' verwijst naar de functie van de ader in het menselijk lichaam. De ader is een belangrijk onderdeel van het zenuwstelsel en is verantwoordelijk voor het transport van zuurstof en voedingsstoffen door het lichaam. De ader is een belangrijk onderdeel van het menselijk lichaam en is verantwoordelijk voor het transport van zuurstof en voedingsstoffen door het lichaam. De ader is een belangrijk onderdeel van het menselijk lichaam en is verantwoordelijk voor het transport van zuurstof en voedingsstoffen door het lichaam. De ader is een belangrijk onderdeel van het menselijk lichaam en is verantwoordelijk voor het transport van zuurstof en voedingsstoffen door het lichaam. De ader is een belangrijk onderdeel van het menselijk lichaam en is verantwoordelijk voor het transport van zuurstof en voedingsstoffen door het lichaam.	'ader als baan voor gevoelens' verwijst naar de functie van de ader in het menselijk lichaam. De ader is een belangrijk onderdeel van het zenuwstelsel en is verantwoordelijk voor het transport van zuurstof en voedingsstoffen door het lichaam. De ader is een belangrijk onderdeel van het menselijk lichaam en is verantwoordelijk voor het transport van zuurstof en voedingsstoffen door het lichaam. De ader is een belangrijk onderdeel van het menselijk lichaam en is verantwoordelijk voor het transport van zuurstof en voedingsstoffen door het lichaam. De ader is een belangrijk onderdeel van het menselijk lichaam en is verantwoordelijk voor het transport van zuurstof en voedingsstoffen door het lichaam. De ader is een belangrijk onderdeel van het menselijk lichaam en is verantwoordelijk voor het transport van zuurstof en voedingsstoffen door het lichaam.	0.6062743067741394	0.7492263913154602	0.67021244764328	0.49387073516845703	0.6863394379615784	0.80412757396698
adhesie	substantief	1.0	3450	3451	aantrekkingskracht tussen moleculen van verschillende stoffen, bv. van een vloeistof en een vaste stof, of tussen oppervlakken van verschillende zaken	aantrekkingskracht tussen moleculen	Korte definitie: 'aantrekkingskracht tussen moleculen' Lange definitie: 'de aantrekkingskracht tussen twee of meer moleculen'	'de aantrekkingskracht tussen twee of meer moleculen'	0.8081940412521362	0.7223613858222961	0.7628709673881531	0.7385866045951843	0.8172149658203125	0.9587623476982117
