Lemma	POS	MeaningNumber	LemmaID	MeaningID	DefinitionFull	DefinitionShort	model_prediction	bertscore_precision	bertscore_recall	bertscore_f1	comet22_score	cometkiwi_score	xcomet_score
ADIV	substantief	1.0	326937	326943	Algemene Dienst Inlichting en Veiligheid, Belgische dienst die onderzoek doet naar en inlichtingen verzamelt over militaire zaken	Algemene Dienst Inlichting en Veiligheid	Algemene Dienst Inlichting en Veiligheid, Belgische geheime dienst	0.8861427903175354	0.7715296149253845	0.8248739838600159	0.8428491950035095	0.7111019492149353	0.933203935623169
administratief recht	verbinding	1.0	904577	904578	het geheel van rechtsregels omtrent de organisatie, de bevoegdheden en de werking van de uitvoerende macht, het bestuur	bestuursrecht	deelgebied van het recht dat betrekking heeft op de organisatie en het functioneren van de overheid	0.805354654788971	0.7937264442443848	0.7994982600212097	0.8389915227890015	0.7134429812431335	0.8307664394378662
adoptiegezin	substantief	1.0	3533	300378	gezin dat een of meer kinderen adopteert of geadopteerd heeft	gezin met adoptiekinderen	gezin dat een of meer kinderen heeft geadopteerd	0.9406794309616089	0.8925835490226746	0.9160006642341614	0.9079561233520508	0.7885257005691528	0.9793367385864258
adoptiegezin	substantief	2.0	3533	301185	gezin dat als het ware is geadopteerd door derden en wordt geholpen op bijvoorbeeld financieel of sociaal-emotioneel gebied	gezin dat geadopteerd is	gezin dat een of meer kinderen heeft geadopteerd	0.7955278158187866	0.689303994178772	0.7386163473129272	0.6420369744300842	0.7447511553764343	0.4473043382167816
advertentieblad	substantief	1.0	3605	3606	blad, krantje dat uitsluitend of in ieder geval veel advertenties bevat, vaak gratis en meestal ook lokaal verspreid	blad met veel advertenties	blad dat vooral bestaat uit advertenties	0.7718743085861206	0.6473088264465332	0.7041248679161072	0.7010733485221863	0.7867332696914673	0.9351584911346436
advertentieblad	substantief	2.0	3605	599222	roepnaam van het officiële publicatieblad van de Surinaamse overheid	publicatieblad van de Surinaamse overheid	blad waarin de Surinaamse overheid advertenties plaatst	0.7828739285469055	0.7790747880935669	0.7809697389602661	0.7315242290496826	0.7430526614189148	0.8954344987869263
aed-toestel	substantief	1.0	873214	873215	draagbaar EHBO-apparaat dat bij een acute hartstilstand het hartritme analyseert en als er sprake is van een verstoord hartritme dit herstelt door een elektrische schok te geven	draagbaar apparaat dat hartritme herstelt	draagbaar medisch apparaat dat wordt gebruikt om een onregelmatig hartritme te corrigeren	0.8074969053268433	0.7623517513275146	0.7842751741409302	0.7529835104942322	0.7721995115280151	0.9137877225875854
afbestelling	substantief	1.0	448587	596917	het laten weten dat men alsnog van de bestelling van iets afziet	het afzien van een bestelling	handeling van het afzien van een bestelling	0.7712206244468689	0.7230051159858704	0.746334969997406	0.7220363616943359	0.6378911733627319	0.7996556162834167
affiliate marketing	substantief	1.0	967474	967477	vorm van internetmarketing waarbij een internetbedrijf gebruikmaakt van een zogeheten affiliate of affiliaat , een partneronderneming die op haar website, blog, socialemediakanaal etc. de producten van het internetbedrijf promoot in ruil voor commissie per hieruit voortvloeiende transactie	internetmarketing mbv een affiliaat	vorm van internetmarketing waarbij een bedrijf (de adverteerder) een ander bedrijf (de affiliate) uitnodigt om zijn producten of diensten te promoten in ruil voor een commissie voor elke verkoop die via de affiliate wordt gerealiseerd	0.7562652826309204	0.7216547727584839	0.7385547757148743	0.8229566216468811	0.7583670020103455	0.8867378234863281
afgezant	substantief	1.0	4033	4034	iemand, meestal een diplomaat, die door een vorst, een staatshoofd of een ander machtig persoon of door een staat, een regering of een internationale politieke organisatie als de VN of de EU, met een bepaalde opdracht of een bepaald bericht naar een andere vorst, een ander staatshoofd, een andere staat of regering wordt gezonden of wordt afgevaardigd	diplomaat afgevaardigde	diplomaat iemand die als afgevaardigde van een land deelneemt aan een internationale conferentie of vergadering	0.7354685068130493	0.6852467060089111	0.7094699144363403	0.5931732654571533	0.7980830669403076	0.4471012353897095
afgezant	substantief	2.0	4033	4035	iemand die pretendeert door God of een god gezonden te zijn	religieuze boodschapper	iemand die een religieuze boodschap overbrengt	0.7653881311416626	0.7395392060279846	0.7522416710853577	0.5498551726341248	0.7794849872589111	0.8690403699874878
afgezant	substantief	1.1	4033	4036	iemand die namens iemand of iets wordt afgevaardigd	afgevaardigde	iemand die als afgevaardigde deelneemt aan de werkzaamheden van een wetgevende vergadering	0.683810293674469	0.7484239339828491	0.714659571647644	0.6266668438911438	0.7577623724937439	0.6494245529174805
Afghaans	adjectief	1.0	4059	4060	kenmerkend voor Afghanistan	van, uit, in Afghanistan	kenmerkend voor Afghanistan	1.0000001192092896	1.0000001192092896	1.0000001192092896	0.9843270778656006	0.49632349610328674	0.8643072843551636
Afghaans	substantief	2.0	4059	509250	tot het Indo-Iraans en de Indo-Europese taalfamilie behorende taal die in Afghanistan gesproken en geschreven wordt	taal van Afghanistan	taal die in Afghanistan gesproken wordt	0.9153941869735718	0.7142089605331421	0.80238276720047	0.6194964647293091	0.7550172805786133	0.5909570455551147
Afghaans	adjectief	3.0	4059	509268	behorend tot het Afghaans, de taal die in Afghanistan gesproken en geschreven wordt	van, in het Afghaans	kenmerkend voor de Afghaanse taal	0.7994136810302734	0.7233163118362427	0.7594635486602783	0.7047025561332703	0.563757061958313	0.8447110652923584
afgrijselijk	adjectief	1.0	4093	4094	in hoge mate afschuwelijk of verschrikkelijk verschrikkelijk lelijk	afgrijzen opwekkend verschrikkelijk lelijk	afgrijzen opwekkend verschrikkelijk lelijk	0.7832225561141968	0.7960419654846191	0.789580225944519	0.8104106783866882	0.710654616355896	0.8097048997879028
afkeuringswaardig	adjectief	1.0	195699	195701	door zijn kwaliteiten of eigenschappen afkeuring verdienend	afkeurenswaardig	waard om afgekeurd te worden	0.6984618902206421	0.6628004312515259	0.6801640391349792	0.5493357181549072	0.5209012031555176	0.7610896825790405
afkoken	werkwoord	1.0	410941	886403	door verhitting in een kokende vloeistof gaar of bruikbaar maken	iets koken totdat het gaar is	koken totdat de ingrediënten gaar zijn	0.7276138067245483	0.6761946678161621	0.7009625434875488	0.653883695602417	0.7950338125228882	0.7123656272888184
afkoken	werkwoord	3.0	410941	886404	koken totdat het helemaal schoon is	schoon koken	schoon koken, d.w.z. koken zonder dat er schuim op het wateroppervlak komt	0.6708025932312012	0.7637060880661011	0.7142459750175476	0.5811337828636169	0.6120166182518005	0.6662888526916504
afkoken	werkwoord	4.0	410941	886419	met zuur of een mengsel van zuur en water schoonbranden	met zuur schoonbranden	met zuur schoonbranden of schoonmaken	0.8511950969696045	0.7551975846290588	0.8003279566764832	0.5035151243209839	0.4004276394844055	0.7393982410430908
AFM	substantief	1.0	4313	4314	Autoriteit Financiële Markten, Nederlandse instantie die toezicht houdt op de instellingen en personen die werkzaam zijn in de financiële markten, zoals accountants, banken, beurzen, pensioenfondsen, verzekeringsmaatschappijen en andere financiële dienstverleners	Autoriteit Financiële Markten	Autoriteit Financiële Markten, onafhankelijke toezichthouder op de financiële markten in Nederland	0.8390335440635681	0.7038213014602661	0.7655026316642761	0.7541678547859192	0.7445889711380005	0.8546897172927856
AFM	substantief	2.0	4313	670282	(Engels) acute flaccid myelitis , te vertalen als 'acute slappe verlamming door ruggenmergontsteking', ernstige, vooral bij kinderen onder de negen jaar voorkomende ziekte die op polio lijkt, met verkoudheidsklachten begint en verlamming van de ledematen en soms ook van het middenrif tot gevolg heeft	acute flaccid myelitis	acute flaccid myelitis, een zeldzame, ernstige vorm van myelititis (ontsteking van het ruggenmerg) die vooral voorkomt bij kinderen en die veroorzaakt wordt door een virus	0.7831184267997742	0.7255880832672119	0.7532563209533691	0.6787015199661255	0.7415755987167358	0.7543587684631348
afrekencultuur	substantief	1.0	4441	4442	cultuur waarin personen, instellingen of organisaties die een bepaalde verantwoordelijkheid dragen, worden afgerekend op hun prestaties	cultuur waarin wordt afgerekend op prestaties	cultuur waarin de nadruk ligt op het afrekenen van prestaties	0.7377734184265137	0.6815400123596191	0.7085427045822144	0.7247781157493591	0.7744696140289307	0.9299335479736328
afrotsen	werkwoord	1.0	330343	330344	met enige snelheid doortrekken	snel doorkruisen	snel door iets heen rijden of vliegen	0.7231337428092957	0.7354511022567749	0.7292404770851135	0.46716001629829407	0.4575599133968353	0.6825799345970154
afrotsen	werkwoord	2.0	330343	330346	langsgaan bij	aflopen	zich langzaam en geleidelijk verplaatsen	0.620620608329773	0.6542456746101379	0.6369896531105042	0.3687725365161896	0.5186062455177307	0.5803055763244629
afscheidspremie	substantief	1.0	4558	4559	extra premie die aan een werknemer wordt uitbetaald bij ontslag en die bovenop de wettelijk verplichte ontslagvergoeding komt	premie bij ontslag	premie die een werknemer ontvangt bij ontslag	0.8824602365493774	0.7557984590530396	0.8142329454421997	0.8571212887763977	0.800437331199646	0.9368729591369629
afstandsmoeder	substantief	1.0	4739	4740	moeder die een of meer kinderen heeft afgestaan voor adoptie	moeder die kinderen afstaat	moeder die haar kind of kinderen afstaat, meestal omdat ze niet in staat is om ze zelf op te voeden	0.7378619909286499	0.773207426071167	0.7551212906837463	0.5147006511688232	0.574824333190918	0.9072607755661011
afstudeerhotel	substantief	1.0	552075	552076	hotel bestemd voor afstuderende studenten die zijn vastgelopen en extra hulp en begeleiding nodig hebben bij de laatste fase van hun studie, meestal de eindscriptie, waarbij zij eerst een intakegesprek hebben, vervolgens drie dagen in het hotel verblijven en daarna concrete opdrachten krijgen, waarna de sessie, die in totaal vijf weken duurt, uiteindelijk wordt besloten met een verblijf van twee dagen in het hotel	hotel voor afstudeerders	hotel speciaal bestemd voor afstudeerders	0.7480102777481079	0.5623729228973389	0.642042338848114	0.48711150884628296	0.8043382167816162	0.624860405921936
afstudeerjaar	substantief	1.0	4809	239730	jaar waarin iemand afstudeert of afgestudeerd is	jaar van afstuderen	jaar waarin iemand afstudeert	0.9295189380645752	0.8607258796691895	0.893800675868988	0.8372423648834229	0.7102949619293213	0.9466040134429932
afterclub	substantief	1.0	4852	4853	club, uitgaansgelegenheid, meestal een dansgelegenheid, waar men nog terechtkan nadat andere clubs of uitgaansgelegenheden al gesloten zijn	uitgaansgelegenheid voor na het uitgaan	uitgaansgelegenheid waar men na de reguliere sluitingstijd van de andere clubs kan blijven feesten	0.7304476499557495	0.7414578795433044	0.7359116077423096	0.8093875050544739	0.7094475030899048	0.8907498121261597
afvalpreventie	substantief	1.0	4967	4968	het gericht nemen van maatregelen en/of het doelbewust in acht nemen daarvan om het ontstaan van grote hoeveelheden afval te voorkomen	preventie van het ontstaan van veel afval	het gericht nemen van maatregelen en/of het doelbewust in acht nemen daarvan om het ontstaan van veel afval te voorkomen	0.9863578677177429	0.9515637159347534	0.9686484932899475	0.9155576825141907	0.759607195854187	0.9618271589279175
afzadelen	werkwoord	1.0	479740	935397	het zadel van hun rug verwijderen	van het zadel ontdoen	van het zadel ontdoen	0.8291807770729065	0.7827404737472534	0.8052916526794434	0.6467366814613342	0.5841261744499207	0.8914438486099243
afzuigkap	substantief	1.0	5320	5321	apparaat voor het wegzuigen van damp en nare luchtjes, met name de damp en de lucht die vrijkomen bij het bereiden van voedsel, in keukens en andere ruimtes	apparaat om weg te zuigen	apparaat om weg te zuigen, bijvoorbeeld een afzuigkap, een stofzuiger of een aspirator	0.7412487268447876	0.6888667941093445	0.7140984535217285	0.5166324973106384	0.7509298324584961	0.4772217273712158
agendaseks	substantief	1.0	213951	213952	seks waarvoor een stel speciaal een afspraak heeft gemaakt, omdat hun leven zo druk is door carrière en/of kinderen dat het er spontaan niet van komt	seks volgens afspraak	seks dat plaatsvindt volgens een vooraf gemaakte afspraak	0.7518659830093384	0.6861852407455444	0.7175256609916687	0.6097499132156372	0.7975456118583679	0.9094160795211792
agnoste	substantief	1.0	5394	5395	vrouw die het niet mogelijk acht om het bestaan of niet-bestaan van hogere machten aan te tonen	vrouwelijke agnost	vrouw die gelooft dat het niet mogelijk is om het bestaan of niet-bestaan van een goddelijke kracht te bewijzen	0.8313554525375366	0.8771988153457642	0.8536621332168579	0.8416534066200256	0.6061198711395264	0.8463430404663086
agressiecoach	substantief	1.0	5433	5434	coach die zich voor zijn beroep bezighoudt met het begeleiden van mensen die gemakkelijk agressief gedrag vertonen of die werknemers leert om te gaan met agressief gedrag op de werkvloer	coach die zich bezighoudt met agressieproblemen	coach die zich bezighoudt met agressieproblemen, vooral bij kinderen	0.8000094890594482	0.7129138708114624	0.7539547085762024	0.721907913684845	0.5939831137657166	0.6279553174972534
agrotoerist	substantief	1.0	5466	5467	iemand die ter ontspanning of recreatie afreist naar het platteland om daar op een boerderij te verblijven en actief mee te helpen met de boer op het land	iemand die afreist naar en meehelpt op het platteland	iemand die afreist naar het platteland om daar op een boerderij mee te helpen met de werkzaamheden	0.8947000503540039	0.8056657314300537	0.8478519320487976	0.8150665163993835	0.7714080810546875	0.937777042388916
aha-effect	substantief	1.0	392378	497659	effect dat optreedt als men na lang nadenken ineens de oplossing van een probleem voor zich ziet	effect bij oplossing van een probleem	effect dat iemand ervaart bij het oplossen van een probleem of het vinden van een antwoord op een vraag	0.7799609899520874	0.7256584167480469	0.7518304586410522	0.7461711168289185	0.7698793411254883	0.9359995126724243
ajuus	tussenwerpsel	1.0	462343	650386	tussenwerpsel waarmee men afscheid neemt van iemand of van meerdere personen	als afscheidsgroet gebruikt woord	als afscheidsgroet gebruikt woord of uitdrukking	0.6669849157333374	0.6663241982460022	0.6666543483734131	0.5478185415267944	0.4893566966056824	0.8249455690383911
akela	substantief	1.0	5540	5541	mannelijke of vrouwelijke groepsleider van een groep welpen bij de scouting	leider van een groep welpen	leider van een groep welpen in de scouting	0.9040693044662476	0.8165828585624695	0.858102023601532	0.8139510750770569	0.5230299830436707	0.8822230100631714
