Lemma	POS	MeaningNumber	LemmaID	MeaningID	DefinitionFull	DefinitionShort
voortgezet onderwijs	verbinding	1.0	317028	937270	het gestructureerd aanleren van kennis, vaardigheden en attitudes aan leerlingen in de leeftijd van twaalf tot achttien jaar;  leerplichtig onderricht voor twaalf- tot achttienjarigen;  concreet ook: geheel van lessen en oefeningen waardoor twaalf- tot achttienjarige leerlingen hun kennis, vaardigheden en attitudes ontwikkelen	schoolonderricht voor twaalf- tot achttienjarigen
voorvoegsel	substantief	1.0	175380	175381	niet zelfstandig in de taal voorkomend element dat voor een grondwoord of de stam van een grondwoord geplaatst wordt en in combinatie daarmee een afleiding vormt;  prefix in ruimere zin ook: voorste deel van een woord ook als er taalkundig gezien geen sprake is van een afleiding	element in een woord voorste deel van een woord
voorvoegsel	substantief	1.1	175380	501834	in ruimere zin ook: voorste deel van een woord ook als er taalkundig gezien geen sprake is van een afleiding	voorste deel van een woord
vrolijk	adjectief	5.0	176546	583457	tot vrolijkheid stemmend, met name aangenaam voor het oor of het oog;  waarvan men  vrolijk  wordt muziekuitvoering die tot vrolijkheid stemt iets wat tot vrolijkheid stemt;  iets grappigs wetenschap die zichzelf uitlacht en diegenen die haar serieus nemen;  milder ook: wetenschap waarin een open houding wordt aangenomen en waarin de wetenschapper zichzelf en zijn bevindingen relativeert	tot vrolijkheid stemmend
wallebak	substantief	1.0	481185	872660	iemand die er graag op uittrekt met de bedoeling plezier te maken, vooral door kroegbezoek;  iemand die vaak op stap gaat om zich te vermaken;  iemand die graag uitgaat en daarbij veel alcohol drinkt, vooral door de kroegen af te lopen;  iemand die uitbundig feestviert;  iemand die aan de zwier gaat;  boemelaar;  fuifganger;  fuifnummer;  kroegloper;  pierewaaier;  zwierbol;  negatiever ook: drinkebroer;  dronkaard;  dronkenlap;  losbol;  zuiplap	iemand die erop uittrekt om plezier te maken
wandelende spierbundel	verbinding	1.0	930345	930346	grote, sterke, goedgetrainde, gespierde man;  krachtpatser;  met negatieve bijklank ook: iemand met meer spieren dan hersenen;  dom persoon met een overdreven aandacht voor zijn gespierde lichaam;  dommekracht	buitengewoon gespierde man
wanhoopskreet	substantief	1.0	178025	178026	kreet als uiting van wanhoop;  kreet van iemand of een groep van personen die in wanhoop verkeert; kreet van een wanhopig dier;  uitroep die voortkomt uit wanhoop;  algemener en oneigenlijk ook: woorden waaruit wanhoop spreekt;  uitlating die van wanhoop getuigt	kreet die voortkomt uit wanhoop
warmtebestendig	adjectief	1.0	468142	499738	bestand tegen de gevolgen van de warmte;  pregnanter ook: bestand tegen grote warmte;  hittebestendig	bestand tegen de warmte
warmtebestendigheid	substantief	1.0	499867	499868	het bestand zijn tegen de gevolgen van de warmte;  pregnanter ook: het bestand zijn tegen grote warmte;  hittebestendigheid	het warmtebestendig zijn
warung	substantief	1.0	597126	597415	winkel en eethuis waar Javaanse gerechten gekocht en genuttigd kunnen worden;  concreet ook: gebouw waarin zo'n winkel of eethuis gevestigd is	winkel en eethuis
wederwaardigheid	substantief	1.0	179105	179106	zaak die iemand meemaakt;  ervaring;  gebeurtenis;  voorval;  avontuur;  belevenis;  lotgeval;  in het meervoud ook: wisselende lotgevallen	ervaring, belevenis, lotgeval
weduwnaar	substantief	1.0	179538	179539	man van wie de echtgenote is overleden;  in geval van een homohuwelijk ook: man van wie de partner is overleden	echtgenoot van een overleden vrouw
week	substantief	A.2.0	179571	529039	periode van zeven opeenvolgende dagen gerekend vanaf een willekeurig tijdstip tot dezelfde dag in de volgende kalenderweek;  ruimer ook: periode van ongeveer zeven dagen een week, beschouwd als een tijd die men met zekere activiteiten of op een specifieke wijze doorbrengt	periode van zeven dagen week doorgebracht op specifieke wijze
welven	werkwoord	1.0	180489	180490	een licht gebogen vorm hebben zoals een gewelf, zich in een boog vertonen;  specifieker ook: zich boogsgewijs uitstrekken of uitspannen	een licht gebogen vorm hebben
wetenschappelijk onderwijs	verbinding	1.0	937045	937052	het gestructureerd aanleren van kennis, vaardigheden en attitudes aan studenten in wetenschappelijke opleidingen, ingericht door universiteiten en, bij uitbreiding, door hogescholen wanneer deze geaccrediteerde, academisch gerichte bachelors en masters of opleidingen in associatie met universiteiten aanbieden;  concreet ook: geheel van colleges, werkcolleges, practica e.d. waardoor studenten in universitaire opleidingen en bepaalde hogeschoolopleidingen hun kennis, vaardigheden en attitudes ontwikkelen	wetenschappelijk onderricht van universiteiten en hogescholen
whistleblowing	substantief	1.0	961225	961259	het openbaar maken van persoonlijk ervaren of geobserveerde misstanden, onrechtmatige activiteiten zoals fraude en corruptie, ongewenst gedrag e.d. door iemand die in dienst is bij een overheidsdienst, bedrijf of organisatie, met de bedoeling daarin verandering aan te brengen;  het optreden als klokkenluider of klokkenluidster;  klokkenluiden;  metonymisch ook: systeem, regeling, procedure om het voor werknemers van overheidsdiensten, bedrijven of organisaties mogelijk te maken misstanden intern te melden zonder dat dit voor hen consequenties heeft;  klokkenluiderssysteem;  klokkenluidersregeling;  klokkenluidersprocedure	het optreden als klokkenluider
Wieringer	substantief	1.0	181980	181981	iemand die afkomstig is uit de gemeente Wieringen;  inwoner van Wieringen;  historiserend ook: iemand die afkomstig is van het voormalige eiland Wieringen;  bewoner van het eiland Wieringen	iemand uit Wieringen
Wieringer	adjectief	2.0	181980	181982	van de gemeente Wieringen;  uit Wieringen;  in Wieringen;  van de Wieringers;  in de verbinding  Wieringer aak  ook: van, uit, kenmerkend voor het voormalige eiland Wieringen	van, uit, in Wieringen enz.
wifi	substantief	1.0	182009	656065	technologie, 'standaard', die draadloos toegang geeft tot het internet;  vaak ook: draadloze internetaansluiting	technologie voor draadloze internettoegang
wild	adjectief	A.11.0	182351	557448	niet steunend op enige kennis, waarheid of werkelijkheid;  ongebreideld;  onbeteugeld;  van geruchten ook: zomaar geuit;  ongefundeerd;  ongegrond	waarin men de verbeelding de vrije loop laat
wo	substantief	1.0	183402	954888	wetenschappelijk onderwijs het gestructureerd aanleren van kennis, vaardigheden en attitudes aan studenten in wetenschappelijke opleidingen, ingericht door universiteiten en, bij uitbreiding, door hogescholen wanneer deze geaccrediteerde, academisch gerichte bachelors en masters of opleidingen in associatie met universiteiten aanbieden;  wetenschappelijk onderricht van universiteiten en hogescholen;  concreet ook: geheel van colleges, werkcolleges, practica e.d. waardoor studenten in universitaire opleidingen en bepaalde hogeschoolopleidingen hun kennis, vaardigheden en attitudes ontwikkelen deel van het onderwijsstelsel dat voorziet in universitaire opleidingen;  deel van het onderwijsstelsel voor universitair onderricht opleiding die of een geheel van opleidingen dat wordt ingericht door een universiteit, en, bij uitbreiding, door een hogeschool die een academische bachelor- of masteropleiding heeft laten accrediteren of in associatie met een universiteit aanbiedt	wetenschappelijk onderwijs onderwijs in een wetenschappelijke opleiding universitair deel van onderwijsstelsel opleiding aan universiteit of hogeschool
wo	substantief	1.1	183402	954895	het gestructureerd aanleren van kennis, vaardigheden en attitudes aan studenten in wetenschappelijke opleidingen, ingericht door universiteiten en, bij uitbreiding, door hogescholen wanneer deze geaccrediteerde, academisch gerichte bachelors en masters of opleidingen in associatie met universiteiten aanbieden;  wetenschappelijk onderricht van universiteiten en hogescholen;  concreet ook: geheel van colleges, werkcolleges, practica e.d. waardoor studenten in universitaire opleidingen en bepaalde hogeschoolopleidingen hun kennis, vaardigheden en attitudes ontwikkelen	onderwijs in een wetenschappelijke opleiding
woelwater	substantief	1.0	387165	877713	iemand die vaak beweeglijk, onrustig, ongedurig is;  iemand die niet stil kan zitten of liggen;  iemand die niet op één plaats kan blijven;  beweeglijk, onrustig, rusteloos persoon;  rusteloze kind dat voortdurend in beweging is;  beweeglijk, onrustig, speels kind;  negatiever ook: druk, lastig, vermoeiend kind;  wildebras	beweeglijk, onrustig persoon beweeglijk, onrustig kind
woelwater	substantief	1.1	387165	877714	kind dat voortdurend in beweging is;  beweeglijk, onrustig, speels kind;  negatiever ook: druk, lastig, vermoeiend kind;  wildebras	beweeglijk, onrustig kind
wokisme	substantief	1.0	939467	961316	verschijnsel dat iemand bewust is van en alert is op maatschappelijke misstanden, bijvoorbeeld op het gebied van discriminatie, en daar ook uiting aan geeft;  soms ook: het te politiek correct zijn	het (te) woke zijn
zedeloos	adjectief	2.0	185389	229326	geen blijk gevend van een goed zedengevoel;  niet van goede zeden getuigend;  strijdig met de goede zeden;  pregnanter ook: ontuchtig	geen blijk gevend van goede zeden
zedeloosheid	substantief	1.0	229360	229364	het zich niet houden aan de goede zeden;  het niet getuigen van goede zeden;  het strijdig zijn met de goede zeden;  pregnanter ook: het ontuchtig zijn;  ontucht;  ontuchtigheid	het zedeloos zijn
zedenmeester	substantief	1.0	185399	185400	iemand die over de goede zeden waakt en meestal ook zijn tijdgenoten, in woord of geschrift, erop wijst aan welke zedenlessen zij zich moeten houden;  met negatieve bijklank ook: iemand die voortdurend, tot vervelens toe zedenlessen predikt, anderen voortdurend hinderlijk bekritiseert met zedenlessen;  moraalridder	moralist
zedenmeesteres	substantief	1.0	227152	227153	vrouw die over de goede zeden waakt en meestal ook haar tijdgenoten, in woord of geschrift, erop wijst aan welke zedenlessen zij zich moeten houden;  vrouwelijke zedenmeester;  met negatieve bijklank ook: vrouw die voortdurend, tot vervelens toe zedenlessen predikt, anderen voortdurend hinderlijk bekritiseert met zedenlessen	moraliste
zeefdrukkerij	substantief	1.0	185526	185527	concreet ook: ruimte, gebouw waarin een dergelijk bedrijf is gevestigd of de werkplaats van een dergelijk bedrijf	bedrijf dat zeefdrukken maakt
zeekreeft	substantief	1.0	185593	185594	kreeft die in zee leeft;  specifieker ook: in zee levende kreeft uit de familie der  Nephropidae  met als belangrijke vertegenwoordigers de  Amerikaanse zeekreeft  en de  Europese zeekreeft vlees van de zeekreeft, als voedsel	in zee levende kreeft zeekreeft als voedsel
zeeschildpad	substantief	1.0	185714	185715	specifieker ook: grote, in tropische en in sommige subtropische en gematigde zeeën levende schildpad uit de familie van de Cheloniidae, die een met hoornschilden bedekt pantser heeft en poten met een of twee klauwen	schildpad die in zee leeft
zekerheidshalve	bijwoord	1.0	413752	664759	met het oog op de zekerheid;  omwille, ter wille van de zekerheid;  vanwege de zekerheid;  om ergens zeker van te zijn;  om er zeker van te zijn dat iets wat ongewenst is niet optreedt, plaatsvindt, zal gebeuren of om er zeker van te zijn dat iets wat gewenst is, zal plaatsvinden, tot stand zal komen, realiteit zal worden;  om niet voor ongewenste verrassingen te komen staan of in ongewenste situties te belanden;  in het bijzonder ook: voor de veiligheid;  veiligheidshalve	voor de zekerheid
zijns weegs gaan	werkwoord	2.0	448501	897168	zich toeleggen op het realiseren van de plannen en doelen die men voor zichzelf heeft uitgestippeld, zonder dat men verder rekening houdt met of zich laat beïnvloeden door anderen, hun adviezen enz.;  algemener ook: zijn eigen leven leiden	voortaan zijn eigen koers volgen
